Date,User,Tweet,newTweet,newTweet1,tokens
2014-03-08 06:08:14+00:00,sambitswaraj,"BTW friends...what's the review of Madhuri starer Gulaabi-Gang? Anyone watched?.It's Saturday afterall, so let's have some Weekend Tweets ;)",BTW friends review Madhuri starer Gulaabi Gang Anyone watched Saturday afterall let Weekend Tweets,BTW friends review Madhuri starer Gulaabi Gang Anyone watched Saturday afterall let Weekend Tweets,btw friends review madhuri starer gulaabi gang watch saturday afterall let weekend tweet
2014-03-08 04:51:21+00:00,sambitswaraj,"At a time when the Country's Navy is at all time Low &amp; Secret Scandals of UPA govt at all time high,India debates on ""Kejri-Tamashas"",Irony!",time Country Navy time Low Secret Scandals UPA govt time high India debates Kejri Tamashas Irony,time Country Navy time Low Secret Scandals UPA govt time high India debates Kejri Tamashas Irony,time country navy time low secret scandals upa govt time high india debate kejri tamashas irony
2014-03-08 03:54:05+00:00,sambitswaraj,"AAP says Protest was Instant Reaction..those Who in a""Rage of Instant Reactions""can act as terrorists,need to be in Tihar Jail nt Parliament",AAP says Protest Instant Reaction Rage Instant Reactions act terrorists need Tihar Jail nt Parliament,AAP says Protest Instant Reaction Rage Instant Reactions act terrorists need Tihar Jail nt Parliament,aap say protest instant reaction rage instant reactions act terrorists need tihar jail parliament
2014-03-08 03:34:29+00:00,sambitswaraj,This Women's day India wants 2 know who is d Real Madam/Sir who pulls d strings to operate the One who is set to destroy Indian Constitution,Women day India wants 2 know Real Madam Sir pulls strings operate One set destroy Indian Constitution,Women day India wants 2 know Real Madam Sir pulls strings operate One set destroy Indian Constitution,women day india want know real madam sir pull string operate set destroy indian constitutio
2014-03-08 03:27:02+00:00,sambitswaraj,Happy Women's Day to All..!!,Happy Women Day,Happy Women Day,happy women day
2014-03-07 17:36:17+00:00,sambitswaraj,"Look AAP's Plan! ""@jagsaini1982: @sambitswaraj Aur agar bhagwaan na kare MODI ji ko BHAGWAN ne apne paas bula liye fir desh ka kya hoga ji?""",Look plan jagasaini1982 sambitswaraj God forbid Modi ji called God happen country,Look plan jagasaini1982 sambitswaraj God forbid Modi ji called God happen country,look plan jagasaini sambitswaraj god forbid modi call god happen country
2014-03-07 17:21:40+00:00,sambitswaraj,@jagsaini1982 Sorry Comment. .,jagsaini1982 Sorry Comment,jagsaini1982 Sorry Comment,jagsaini sorry comment
2014-03-07 17:19:56+00:00,sambitswaraj,"""Aa Chaal Ke Tujjhe Mai Le Ke Chaloon Ek Aishe Gagan Ke Talee..."" come friends let's be lead to this new World in 2014...let Modi &amp; BJP lead",Friends Chal Ke Tujjhe Le Ke Chaloon Ek Aise Gagan Ke Tale Let Lead New World 2014 Let Modi BJP Lead,Friends Chal Ke Tujjhe Le Ke Chaloon Ek Aise Gagan Ke Tale Let Lead New World 2014 Let Modi BJP Lead,friends chal tujjhe chaloon aise gagan tale let lead new world let modi bjp lead
2014-03-07 17:11:50+00:00,sambitswaraj,"""Lahja Gale Ki Phir Ye Haseen Raat Ho Na Ho..."".. friends we all hv to hv Modi as PM this time..India needs him..for the sake of the Country",Lahja Gale Ki Phir Ye Haseen Raat Ho Na Ho friends hv hv Modi PM time India needs sake Country,Lahja Gale Ki Phir Ye Haseen Raat Ho Na Ho friends hv hv Modi PM time India needs sake Country,lahja gale phir haseen raat friends modi time india need sake country
2014-03-07 17:01:35+00:00,sambitswaraj,@ManishPandeyBJP Lol..:)),ManishPandeyBJP Lol,ManishPandeyBJP Lol,manishpandeybjp
2014-03-07 16:56:57+00:00,sambitswaraj,"""Ye Hariyali aur Ye Raasta..Jeevan Bhar ka wasta..""but friends be careful of the Chartered ""Caterpillar"",designed to eat into the ""Hariyali""",Yeh Hariyali aur ye Raasta jeevan bhar ka vasta friends careful chartered caterpillar designed eight Hariyali,Yeh Hariyali aur ye Raasta jeevan bhar ka vasta friends careful chartered caterpillar designed eight Hariyali,yeh hariyali aur raasta jeevan bhar vasta friends careful charter caterpillar design hariya
2014-03-07 16:46:06+00:00,sambitswaraj,Debates over..returning back..@neeleshmisra on FM..enjoying his Rustic &amp; Mundane stories...and songs offcourse..:)),Debates returning back neeleshmisra FM enjoying Rustic Mundane stories songs offcourse,Debates returning back neeleshmisra FM enjoying Rustic Mundane stories songs offcourse,debate return neeleshmisra enjoy rustic mundane stories songs offcourse
2014-03-07 14:13:16+00:00,sambitswaraj,Friends today (7/3/14) I would be also be on @rajyasabhatv at 8pm &amp; on NEWS NATION at 9pm...pls watch...thx,Friends today 7 3 14 would also rajyasabhatv 8pm NEWS NATION 9pm thx,Friends today 7 3 14 would also rajyasabhatv 8pm NEWS NATION 9pm thx,friends today rajyasabhatv news nation thx
2014-03-07 12:42:00+00:00,sambitswaraj,"Thank you sir""@sailorsmoon: @sambitswaraj Sir ji jahan jaate ho paani pila dete ho :). Too good at zee news. Gem of a spokesperson you are.""",Thank sir sailorsmoon sambitswaraj Sir ji jahan jaate ho paani pila dete ho good zee news Gem spokesperson,Thank sir sailorsmoon sambitswaraj Sir ji jahan jaate ho paani pila dete ho good zee news Gem spokesperson,thank sir sailorsmoon sambitswaraj sir jahan jaate paani pila dete good zee news gem spokesperso
2014-03-07 12:37:03+00:00,sambitswaraj,@fokatkagyan :)) my pleasure. .,fokatkagyan pleasure,fokatkagyan pleasure,fokatkagyan pleasure
2014-03-07 11:29:46+00:00,sambitswaraj,#ThalThokKe on @ZeeNews starts at 5pm with @sardanarohit ..pls watch..will take on AAP,ThalThokKe ZeeNews starts 5pm sardanarohit take AAP,ThalThokKe ZeeNews starts 5pm sardanarohit take AAP,thalthokke zeenews start sardanarohit aap
2014-03-07 11:08:19+00:00,sambitswaraj,A Naval establishment where you lose a valuable life on a daily basis that too when the country is not on war only exposes our Preparedness!,Naval establishment lose valuable life daily basis country war exposes Preparedness,Naval establishment lose valuable life daily basis country war exposes Preparedness,naval establishment lose valuable life daily basis country war expose preparedness
2014-03-07 10:57:25+00:00,sambitswaraj,One more Naval officer dies..will Kejri write any letter or sit on Dharna in front of Antony's home..errr I forgot AAP's vision for Kashmir!,One Naval officer dies Kejri write letter sit Dharna front Antony home errr forgot AAP vision Kashmir,One Naval officer dies Kejri write letter sit Dharna front Antony home errr forgot AAP vision Kashmir,naval officer die kejri write letter sit dharna antony home errr forget aap vision kashmir
2014-03-07 10:24:44+00:00,sambitswaraj,Friends today (7/3/14) I would be on @ZeeNews at 5pm...pls watch...thx,Friends today 7 3 14 would ZeeNews 5pm thx,Friends today 7 3 14 would ZeeNews 5pm thx,friends today zeenews thx
2014-03-07 08:37:40+00:00,sambitswaraj,I have asked my Qst to Akhilesh Yadav ji on @abpnewstv #goshnapatra... I think it's not Live telecast...will let you of d time,asked Qst Akhilesh Yadav ji abpnewstv goshnapatra think Live telecast let time,asked Qst Akhilesh Yadav ji abpnewstv goshnapatra think Live telecast let time,ask qst akhilesh yadav abpnewstv goshnapatra think live telecast let time
2014-03-07 07:27:30+00:00,sambitswaraj,"Friends suggest me what should I ask Akhilesh Yadav ji, CM UP...on #ghoshnapatra @abpnewstv ..thx",friends suggestion ask Akhilesh Yadav ji less,friends suggestion ask Akhilesh Yadav ji less,friends suggestion ask akhilesh yadav
2014-03-07 07:19:27+00:00,sambitswaraj,Friends today (7/3/14) I would be on #Ghosanapatra @abpnewstv with UP CM Akhilesh Yadav at 1pm...pls watch,Friends today 7 3 14 would Ghosanapatra abpnewstv CM Akhilesh Yadav 1pm,Friends today 7 3 14 would Ghosanapatra abpnewstv CM Akhilesh Yadav 1pm,friends today ghosanapatra abpnewstv akhilesh yadav
2014-03-07 06:29:40+00:00,sambitswaraj,"""Panna Ki Tamanna hai ki Heera mujje Mil jayee..chahe mera Dil Jaye..Chale meri Jaan Jayee..""substitute""Panna"" with ""Naxal"" &amp; Song is ready!",Panna ki tamna ki heera mujhe mil jaye chahe mera dil jaye chale meri jaan jaye substitute Panna Naxal song ready,Panna ki tamna ki heera mujhe mil jaye chahe mera dil jaye chale meri jaan jaye substitute Panna Naxal song ready,panna tamna heera mujhe mil jaye chahe mera dil jaye chale meri jaan jaye substitute panna naxal song ready
2014-03-07 05:59:55+00:00,sambitswaraj,"If 18/16Point Question asking is all d Game he wanted 2 play..the Naxal BroomBoy should have become an Editor-In-Cheif,why a Chief-Minister?",18 16Point Question asking Game wanted 2 play Naxal BroomBoy become Editor Cheif Chief Minister,18 16Point Question asking Game wanted 2 play Naxal BroomBoy become Editor Cheif Chief Minister,point question ask game want play naxal broomboy editor cheif chief minister
2014-03-07 05:45:11+00:00,sambitswaraj,"@AMIT861986 @HeadlinesToday @ArvindKejriwal ""Surrogate-Relations"" is a sophisticated Political Jargon..it's not an abuse dear friend :))",AMIT861986 HeadlinesToday ArvindKejriwal Surrogate Relations sophisticated Political Jargon abuse dear friend,AMIT861986 HeadlinesToday ArvindKejriwal Surrogate Relations sophisticated Political Jargon abuse dear friend,amit headlinestoday arvindkejriwal surrogate relations sophisticate political jargon abuse dear friend
2014-03-07 05:41:22+00:00,sambitswaraj,"Not receiving any attention from Modi, Naxal BroomBoy wants to Barge into Modi's house with 16 Qst..ditched 18 Points of Delhi, nw asks16Qst",receiving attention Modi Naxal BroomBoy wants Barge Modi house 16 Qst ditched 18 Points Delhi nw asks16Qst,receiving attention Modi Naxal BroomBoy wants Barge Modi house 16 Qst ditched 18 Points Delhi nw asks16Qst,receive attention modi naxal broomboy want barge modi house qst ditch point delhi asksqst
2014-03-07 05:31:50+00:00,sambitswaraj,"Ohh rather ur surrogate relations with Congress stands exposed ""@HeadlinesToday: Modi's develpment agenda has been exposed: @ArvindKejriwal""",Ohh rather ur surrogate relations Congress stands exposed HeadlinesToday Modi develpment agenda exposed ArvindKejriwal,Ohh rather ur surrogate relations Congress stands exposed HeadlinesToday Modi develpment agenda exposed ArvindKejriwal,ohh surrogate relations congress stand expose headlinestoday modi develpment agenda expose arvindkejriwa
2014-03-07 05:28:24+00:00,sambitswaraj,@Yum18Yum lol..,Yum18Yum lol,Yum18Yum lol,yumyum
2014-03-07 05:07:24+00:00,sambitswaraj,@ZEEMANA @sudixitca :)),ZEEMANA sudixitca,ZEEMANA sudixitca,zeemana sudixitca
2014-03-07 03:50:06+00:00,sambitswaraj,@sambit_dash u r right..typo..self correction keypad problems :),sambit_dash u r right typo self correction keypad problems,sambit_dash u r right typo self correction keypad problems,sambit dash right typo self correction keypad problems
2014-03-07 03:44:46+00:00,sambitswaraj,"Today's so called Innocent Pak-Cricket-Team ""Cheering"" are the Deadly Time-Bombs ticking to consume tomorrow's India...Beware !!",Today called Innocent Pak Cricket Team Cheering Deadly Time Bombs ticking consume tomorrow India Beware,Today called Innocent Pak Cricket Team Cheering Deadly Time Bombs ticking consume tomorrow India Beware,today call innocent pak cricket team cheer deadly time bomb tick consume tomorrow india beware
2014-03-07 03:39:47+00:00,sambitswaraj,"Day there is Indo-Pak Cricket ""Many"" students in AMU Medical College generally leave hostel to prevent untoward incident..Not so innoculous!",Day Indo Pak Cricket Many students AMU Medical College generally leave hostel prevent untoward incident innoculous,Day Indo Pak Cricket Many students AMU Medical College generally leave hostel prevent untoward incident innoculous,day indo pak cricket students amu medical college generally leave hostel prevent untoward incident innoculous
2014-03-07 03:34:56+00:00,sambitswaraj,No more distinction between the AAPtards &amp; Congi's tweets..eternally amalgamated !!,distinction AAPtards Congi tweets eternally amalgamated,distinction AAPtards Congi tweets eternally amalgamated,distinction aaptards congi tweet eternally amalgamate
2014-03-07 03:33:11+00:00,sambitswaraj,"AAP reacts! ""@ramakrishnan002: @sambitswaraj bewakuf patra this is purely sports. students cheering  afraids six is a crime?. use ur brain.""",rest ramakrishnan002 sambitswaraj Stupid character purely sports Students tearing apart six crime Use ur brain,rest ramakrishnan002 sambitswaraj Stupid character purely sports Students tearing apart six crime Use ur brain,rest ramakrishnan sambitswaraj stupid character purely sport students tear apart crime use bra
2014-03-07 03:30:44+00:00,sambitswaraj,Instead of taking Pride in Cheering Pakistan from India why don't some Cheerfully Go to Pakistan !!,Instead taking Pride Cheering Pakistan India Cheerfully Go Pakistan,Instead taking Pride Cheering Pakistan India Cheerfully Go Pakistan,instead take pride cheer pakistan india cheerfully pakista
2014-03-07 03:22:11+00:00,sambitswaraj,"@abdullah_omar is this d kind of Alienation u were talking of? ""@ibnlive: 26/11 mastermind offers scholarship to suspended Kashmiri students",abdullah_omar kind Alienation u talking ibnlive 26 11 mastermind offers scholarship suspended Kashmiri students,abdullah_omar kind Alienation u talking ibnlive 26 11 mastermind offers scholarship suspended Kashmiri students,abdullah omar kind alienation talk ibnlive mastermind offer scholarship suspend kashmiri students
2014-03-07 02:32:07+00:00,sambitswaraj,"For those who r already alien to d Emotions of India, word Alienation carries No Meaning..Sedition Should be Clamped Severely @abdullah_omar",r already alien Emotions India word Alienation carries Meaning Sedition Clamped Severely abdullah_omar,r already alien Emotions India word Alienation carries Meaning Sedition Clamped Severely abdullah_omar,alien emotions india word alienation carry mean sedition clamp severely abdullah omar
2014-03-07 02:28:31+00:00,sambitswaraj,Kshm std Sedition Charges dropped as @abdullah_omar &amp; MHA feel this would further increase alienation..Can Separatists be further Alienated?,Kshm std Sedition Charges dropped abdullah_omar MHA feel would increase alienation Separatists Alienated,Kshm std Sedition Charges dropped abdullah_omar MHA feel would increase alienation Separatists Alienated,kshm std sedition charge drop abdullah omar mha feel increase alienation separatists alienate
2014-03-06 17:59:42+00:00,sambitswaraj,"Sedition Charges dropped for Cheering Pak cricket team..hmm this ""Aman Ki Asha"" will anyway have Prashant Bhushan's dream fulfilled one day!",Sedition Charges dropped Cheering Pak cricket team Aman Ki Asha anyway Prashant Bhushan dream fulfilled one day,Sedition Charges dropped Cheering Pak cricket team Aman Ki Asha anyway Prashant Bhushan dream fulfilled one day,sedition charge drop cheer pak cricket team aman asha prashant bhushan dream fulfil day
2014-03-06 16:17:45+00:00,sambitswaraj,Those who say that Logical Tweets be made while fighting AAP..must be reminded that AAP defies all logic &amp; it's best fought illogically !!,Logical Tweets made fighting AAP must reminded AAP defies logic best fought illogically,Logical Tweets made fighting AAP must reminded AAP defies logic best fought illogically,logical tweet fight aap remind aap defy logic best fight illogically
2014-03-06 16:03:54+00:00,sambitswaraj,"Kejriwal's Coughing has vanished in Gujrat,testimony to the Progressive Health Standards of Gujrat..Isn't it?? #SoSorry",Kejriwal Coughing vanished Gujrat testimony Progressive Health Standards Gujrat SoSorry,Kejriwal Coughing vanished Gujrat testimony Progressive Health Standards Gujrat SoSorry,kejriwal cough vanish gujrat testimony progressive health standards gujrat sosorry
2014-03-06 15:52:15+00:00,sambitswaraj,"How dare EC say so, it's Adani &amp; Ambani speaking..PC 2morrow! ""@IndianExpress:Arvind Kejriwal violated Model Code,says Election Commissioner",dare EC Adani Ambani speaking PC 2morrow IndianExpress Arvind Kejriwal violated Model Code says Election Commissioner,dare EC Adani Ambani speaking PC 2morrow IndianExpress Arvind Kejriwal violated Model Code says Election Commissioner,dare adani ambani speak morrow indianexpress arvind kejriwal violate model code say election commissioner
2014-03-06 15:31:19+00:00,sambitswaraj,"@mediacrooks ohh God! the reply to the ""notise"" has a hell lot of Italian way of scripting...drafted at Janpath?",mediacrooks oh God reply notice hell lot Italian way scripting drafted Janpath,mediacrooks oh God reply notice hell lot Italian way scripting drafted Janpath,mediacrooks god reply notice hell lot italian way script draft janpath
2014-03-06 15:24:18+00:00,sambitswaraj,"@hapithinknew we are the Tree...eternal, silent yet aware of what's happening ;)",hapithinknew Tree eternal silent yet aware happening,hapithinknew Tree eternal silent yet aware happening,hapithinknew tree eternal silent aware happen
2014-03-06 15:16:26+00:00,sambitswaraj,"""Aaj kaal tere mere Pyar ke Charchee har Jaban par...Sabko Maloom hai, Sabkoo Khabar ho Gayi.."" AAP &amp; Congress dancing around tree n singing",Aaj kal tere mere pyaar ke charchi har jaban par sabko maloom sabko khabar ho gayi AAP Congress dancing around trees singing,Aaj kal tere mere pyaar ke charchi har jaban par sabko maloom sabko khabar ho gayi AAP Congress dancing around trees singing,aaj kal tere mere pyaar charchi har jaban par sabko maloom sabko khabar gayi aap congress dance tree sing
2014-03-06 15:14:11+00:00,sambitswaraj,@sardanarohit @ManthanDOC thanks @ZeeNews for constantly standing by the Cause of the Doctors :)),sardanarohit ManthanDOC thanks ZeeNews constantly standing Cause Doctors,sardanarohit ManthanDOC thanks ZeeNews constantly standing Cause Doctors,sardanarohit manthandoc thank zeenews constantly stand cause doctor
2014-03-06 14:03:25+00:00,sambitswaraj,"Will post it 2morrow Sir :) ""@js_shreeji: @sambitswaraj sir i missed your program taal tokke on zee news.can you provide a video link pls""",post 2morrow Sir js_shreeji sambitswaraj sir missed program taal tokke zee news provide video,post 2morrow Sir js_shreeji sambitswaraj sir missed program taal tokke zee news provide video,post morrow sir shreeji sambitswaraj sir miss program taal tokke zee news provide video
2014-03-06 13:51:04+00:00,sambitswaraj,"Thanks ""@SaileshBhardwaj: @sambitswaraj heard u at zee news prefect and so clear reply, that's why u r one of my fav spokesperson of bjp.""",Thanks SaileshBhardwaj sambitswaraj heard u zee news prefect clear reply u r one fav spokesperson bjp,Thanks SaileshBhardwaj sambitswaraj heard u zee news prefect clear reply u r one fav spokesperson bjp,thank saileshbhardwaj sambitswaraj hear zee news prefect clear reply fav spokesperson bjp
2014-03-06 13:25:50+00:00,sambitswaraj,"Thanks Friend :) ""@mitkon: @sambitswaraj : my best compliments to u upon yr supreme debating skills which are making BJP very proud indeed.""",Thanks Friend mitkon sambitswaraj best compliments u upon yr supreme debating skills making BJP proud indeed,Thanks Friend mitkon sambitswaraj best compliments u upon yr supreme debating skills making BJP proud indeed,thank friend mitkon sambitswaraj best compliment supreme debate skills make bjp proud
2014-03-06 13:21:41+00:00,sambitswaraj,"""Topi-Gang"" is a Big Flop...hope ""Gulab-Gang"" is a Hit !!",Topi Gang Big Flop hope Gulab Gang Hit,Topi Gang Big Flop hope Gulab Gang Hit,topi gang big flop hope gulab gang hit
2014-03-06 13:16:45+00:00,sambitswaraj,Friends today (6/3/14) I would also be on @SaharaSamay at 8pm..pls watch..thx,Friends today 6 3 14 would also SaharaSamay 8pm thx,Friends today 6 3 14 would also SaharaSamay 8pm thx,friends today saharasamay thx
2014-03-06 13:13:58+00:00,sambitswaraj,Though there R No differences in the BJP Family but we do discuss things...we are not Madam Tussad's Wax Museum where Only the Madam Speaks!,Though R differences BJP Family discuss things Madam Tussad Wax Museum Madam Speaks,Though R differences BJP Family discuss things Madam Tussad Wax Museum Madam Speaks,differences bjp family discuss things madam tussad wax museum madam speak
2014-03-06 11:29:06+00:00,sambitswaraj,Friends tune on to #TaalThokKe on @ZeeNews at 5pm..reality of Kejri Gujrat Drama !!,Friends tune TaalThokKe ZeeNews 5pm reality Kejriwal Gujarati Drama,Friends tune TaalThokKe ZeeNews 5pm reality Kejriwal Gujarati Drama,friends tune taalthokke zeenews reality kejriwal gujarati drama
2014-03-06 10:30:56+00:00,sambitswaraj,"Friends today (6/3/14) I would be on @ZeeNews at 5pm,@ZeeBusiness at 6pm &amp; @SaharaSamay at 8pm...Pls watch...thanks",Friends today 6 3 14 would ZeeNews 5pm ZeeBusiness 6pm SaharaSamay 8pm thanks,Friends today 6 3 14 would ZeeNews 5pm ZeeBusiness 6pm SaharaSamay 8pm thanks,friends today zeenews zeebusiness saharasamay thank
2014-03-06 07:01:05+00:00,sambitswaraj,"Now Manish Sishodia says Gujrat Police Spying on Him..Manish bhai they r not Guj police, they r your Delhi Constituency people, searching U!",Manish Sisodia says Gujarat Police Spying Manish bhai r Guj police r Delhi Constituency people searching U,Manish Sisodia says Gujarat Police Spying Manish bhai r Guj police r Delhi Constituency people searching U,manish sisodia say gujarat police spy manish bhai guj police delhi constituency people search
2014-03-06 06:03:48+00:00,sambitswaraj,http://t.co/lox6l7uCuO AAPtards tear the Pants of a Woman Police Constable in Maharashtra..What R these AAPtards? AAP stands exposed !!,http co lox6l7uCuO AAPtards tear Pants Woman Police Constable Maharashtra R AAPtards AAP stands exposed,co lox6l7uCuO AAPtards tear Pants Woman Police Constable Maharashtra R AAPtards AAP stands exposed,loxlucuo aaptards tear pant woman police constable maharashtra aaptards aap stand expose
2014-03-06 05:51:40+00:00,sambitswaraj,"Not ""Gandhian"" sir, it was ""Gundai"" Protest !! ""@ndtv:AAP-BJP clash in Delhi was according to law,it was a Gandhian protest, says Ashutosh""",Gandhian sir Gundai Protest ndtv AAP BJP clash Delhi according law Gandhian protest says Ashutosh,Gandhian sir Gundai Protest ndtv AAP BJP clash Delhi according law Gandhian protest says Ashutosh,gandhian sir gundai protest ndtv aap bjp clash delhi accord law gandhian protest say ashutosh
2014-03-06 04:07:43+00:00,sambitswaraj,"""VeerAAPan"" of Indian Politics...expert in Guerilla Warfare!!",VeerAPPan Indian Politics expert Guerrilla Warfare,VeerAPPan Indian Politics expert Guerrilla Warfare,veerappan indian politics expert guerrilla warfare
2014-03-06 03:43:22+00:00,sambitswaraj,"@HARDIKS @BJP4India even if BJP goes on Meditation Mode..the ""Agenda"" driven Media will make a villian act out of it..so chill &amp; don't worry",HARDIKS BJP4India even BJP goes Meditation Mode Agenda driven Media make villian act chill worry,HARDIKS BJP4India even BJP goes Meditation Mode Agenda driven Media make villian act chill worry,hardiks bjpindia bjp go meditation mode agenda drive media villian act chill worry
2014-03-06 03:40:00+00:00,sambitswaraj,"Now the AAPtards have been Booked by the Delhi Police...expect a PC today by Kejri declaring Delhi Police playing to the tunes of ""Ambanis""!",AAPtards Booked Delhi Police expect PC today Kejri declaring Delhi Police playing tunes Ambanis,AAPtards Booked Delhi Police expect PC today Kejri declaring Delhi Police playing tunes Ambanis,aaptards book delhi police expect today kejri declare delhi police play tune ambanis
2014-03-06 03:30:52+00:00,sambitswaraj,"@rdinesh5 aare he was giving bites to TV channels from the site..debating me on headlines today, frm d stone Pelting site..was justifying it",rdinesh5 aare giving bites TV channels site debating headlines today frm stone Pelting site justifying,rdinesh5 aare giving bites TV channels site debating headlines today frm stone Pelting site justifying,rdinesh aare give bite channel site debate headline today frm stone pelt site justify
2014-03-06 03:28:24+00:00,sambitswaraj,Now that Ashutosh &amp; Prof Anand have been Booked for Criminal Activities will the AAP suspend their Candidature for Lok Sabha Electtion??,Ashutosh Prof Anand Booked Criminal Activities AAP suspend Candidature Lok Sabha Electtion,Ashutosh Prof Anand Booked Criminal Activities AAP suspend Candidature Lok Sabha Electtion,ashutosh prof anand book criminal activities aap suspend candidature lok sabha electtio
2014-03-06 03:25:42+00:00,sambitswaraj,Rajmohan Gandhi by lending his presence to the AAP Stone Pelting Mob has only tarnished whatever little he possessed by virtue of his DNA !!,Rajmohan Gandhi lending presence AAP Stone Pelting Mob tarnished whatever little possessed virtue DNA,Rajmohan Gandhi lending presence AAP Stone Pelting Mob tarnished whatever little possessed virtue DNA,rajmohan gandhi lend presence aap stone pelt mob tarnish little possess virtue dna
2014-03-06 02:33:24+00:00,sambitswaraj,"Is Ashutosh to AAP, what Bukkal Nawab is to SP?..think over friends...good morning &amp; be safe from AAP's Stone Pelting !!",Ashutosh AAP Bukkal Nawab SP think friends good morning safe AAP Stone Pelting,Ashutosh AAP Bukkal Nawab SP think friends good morning safe AAP Stone Pelting,ashutosh aap bukkal nawab think friends good morning safe aap stone pelt
2014-03-06 02:20:01+00:00,sambitswaraj,"https://t.co/tQP3lXF2ro Time has come for the ""Ice-Age"" of Indian Politics to give way to Modi's ""Green-Pasture""Politics-Dr Patra on CNN-IBN",https co tQP3lXF2ro Time come Ice Age Indian Politics give way Modi Green Pasture Politics Dr Patra CNN IBN,https co tQP3lXF2ro Time come Ice Age Indian Politics give way Modi Green Pasture Politics Dr Patra CNN IBN,tqplxfro time come ice age indian politics way modi green pasture politics patra cnn ibn
2014-03-05 18:07:21+00:00,sambitswaraj,"Is there any difference between Teesta Setalvad's NGO &amp; Kejriwal's NGO,AAP...both have a common Target...you know Who!!",difference Teesta Setalvad NGO Kejriwal NGO AAP common Target know,difference Teesta Setalvad NGO Kejriwal NGO AAP common Target know,difference teesta setalvad ngo kejriwal ngo aap common target know
2014-03-05 16:35:37+00:00,sambitswaraj,"@ssr99 wee aree maadee forrr each other...Samjjhe!!..""AAP"" &amp; ""Naxalism"" ;)",शशर99 vs mandi forrer h othr understood nakshalisam,शशर99 vs mandi forrer h othr understood nakshalisam,शशर mandi forrer othr understand nakshalisam
2014-03-05 16:24:48+00:00,sambitswaraj,"""Haam Bane Tum Banne Ek Dujje Ke Liyee.."" AAP &amp; Maoism !!",Hum Bane Tum Bane Ek Dujje Liye AAP MOISM,Hum Bane Tum Bane Ek Dujje Liye AAP MOISM,hum bane tum bane dujje liye aap moism
2014-03-05 16:21:02+00:00,sambitswaraj,"""Ye Maine Kasam Lee..Ye Tunee Kasam Leee..Nahi Honge Juda..""this famous song expresses the relation between ""AAP"" &amp; ""Anarchy""..bond by love!",Ye Maine Kasam Lee Ye Tune Kasam Li Nahi Honge Juda famous song expresses relationship AAP Anarchy bond love,Ye Maine Kasam Lee Ye Tune Kasam Li Nahi Honge Juda famous song expresses relationship AAP Anarchy bond love,maine kasam lee tune kasam nahi honge juda famous song express relationship aap anarchy bond love
2014-03-05 16:07:22+00:00,sambitswaraj,"Astonishing the Original ""Raid"" Rouge Pornnath Bharati was not lending his expertise today to AAP...Is he on some other clandestine mission?",Astonishing Original Raid Rouge Pornnath Bharati lending expertise today AAP clandestine mission,Astonishing Original Raid Rouge Pornnath Bharati lending expertise today AAP clandestine mission,astonish original raid rouge pornnath bharati lend expertise today aap clandestine missio
2014-03-05 15:54:06+00:00,sambitswaraj,AAPtards pelting Stones at BJP workers was a scene similar to Stone Pelting by Separatists in Kashmir...Prasant Bhusan's Party hmm !!,AAPtards pelting Stones BJP workers scene similar Stone Pelting Separatists Kashmir Prasant Bhusan Party,AAPtards pelting Stones BJP workers scene similar Stone Pelting Separatists Kashmir Prasant Bhusan Party,aaptards pelt stone bjp workers scene similar stone pelt separatists kashmir prasant bhusan party
2014-03-05 15:40:24+00:00,sambitswaraj,AAP is to Delhi what SP is to UP...Road Rouges !!,AAP Delhi SP Road Rouges,AAP Delhi SP Road Rouges,aap delhi road rouge
2014-03-05 14:33:23+00:00,sambitswaraj,Would be on @SaharaSamay at 8.30pm..pls watch..thx,Would SaharaSamay 8 30pm thx,Would SaharaSamay 8 30pm thx,saharasamay thx
2014-03-05 12:46:05+00:00,sambitswaraj,Naxal attack at the Heart of Delhi...,Naxal attack Heart Delhi,Naxal attack Heart Delhi,naxal attack heart delh
2014-03-05 12:22:32+00:00,sambitswaraj,Kejriwal &amp; his Anarchist AAP has reduced the level of Indian Politics to the levels of Kindergarten Standards !!,Kejriwal Anarchist AAP reduced level Indian Politics levels Kindergarten Standards,Kejriwal Anarchist AAP reduced level Indian Politics levels Kindergarten Standards,kejriwal anarchist aap reduce level indian politics level kindergarten standards
2014-03-05 12:16:09+00:00,sambitswaraj,What a Drama!! ..What an Anarchist Party!!...Congressi's dressed in Topis trying to Vsndalize the BJP Office!! Intolerable !!,Drama Anarchist Party Congress dressed Topic trying Vandalize BJP Office Intolerable,Drama Anarchist Party Congress dressed Topic trying Vandalize BJP Office Intolerable,drama anarchist party congress dress topic try vandalize bjp office intolerable
2014-03-05 12:11:32+00:00,sambitswaraj,Friends today (5/3/14) I would also be on @HeadlinesToday 6pm-8pm #2014Election ..pls watch...thx,Friends today 5 3 14 would also HeadlinesToday 6pm 8pm 2014Election thx,Friends today 5 3 14 would also HeadlinesToday 6pm 8pm 2014Election thx,friends today headlinestoday election thx
